date,serial_number,model,capacity_bytes,failure,smart_5_raw,smart_9_raw,smart_187_raw,smart_188_raw,smart_194_raw,smart_197_raw,smart_198_raw
2025-10-12,SIM000047,WUH721816ALE6L,16000900661248,0,1,9783,0,0,31,0,0
2025-10-13,SIM000047,WUH721816ALE6L,16000900661248,0,0,9807,0,0,33,0,0
2025-10-14,SIM000047,WUH721816ALE6L,16000900661248,0,0,9831,0,0,33,0,0
2025-10-15,SIM000047,WUH721816ALE6L,16000900661248,0,2,9855,0,0,30,0,0
2025-10-16,SIM000047,WUH721816ALE6L,16000900661248,0,0,9879,0,0,30,0,0
2025-10-17,SIM000047,WUH721816ALE6L,16000900661248,0,0,9903,0,0,31,0,0
2025-10-18,SIM000047,WUH721816ALE6L,16000900661248,0,0,9927,0,0,28,0,0
2025-10-19,SIM000047,WUH721816ALE6L,16000900661248,0,1,9951,0,0,32,0,0
2025-10-20,SIM000047,WUH721816ALE6L,16000900661248,0,0,9975,0,0,32,0,0
2025-10-01,SIM000048,ST16000NM001G,16000900661248,0,0,15100,0,0,29,0,0
2025-10-02,SIM000048,ST16000NM001G,16000900661248,0,1,15124,0,0,28,0,0
2025-10-03,SIM000048,ST16000NM001G,16000900661248,0,0,15148,0,0,33,0,0
2025-10-04,SIM000048,ST16000NM001G,16000900661248,0,4,15172,0,0,31,0,0
2025-10-05,SIM000048,ST16000NM001G,16000900661248,0,1,15196,0,0,30,0,0
2025-10-06,SIM000048,ST16000NM001G,16000900661248,0,0,15220,0,0,28,0,0
2025-10-07,SIM000048,ST16000NM001G,16000900661248,0,0,15244,0,0,28,0,0
2025-10-08,SIM000048,ST16000NM001G,16000900661248,0,1,15268,0,0,28,0,0
2025-10-09,SIM000048,ST16000NM001G,16000900661248,0,0,15292,0,0,30,0,0
2025-10-10,SIM000048,ST16000NM001G,16000900661248,0,0,15316,0,0,29,1,0
2025-10-11,SIM000048,ST16000NM001G,16000900661248,0,2,15340,0,0,27,0,0
2025-10-12,SIM000048,ST16000NM001G,16000900661248,0,1,15364,0,0,33,2,0
2025-10-13,SIM000048,ST16000NM001G,16000900661248,0,0,15388,0,0,24,0,0
2025-10-14,SIM000048,ST16000NM001G,16000900661248,0,0,15412,0,0,28,0,0
2025-10-15,SIM000048,ST16000NM001G,16000900661248,0,0,15436,0,0,35,0,0
2025-10-16,SIM000048,ST16000NM001G,16000900661248,0,0,15460,0,0,32,1,0
2025-10-17,SIM000048,ST16000NM001G,16000900661248,0,0,15484,0,0,28,1,0
2025-10-18,SIM000048,ST16000NM001G,16000900661248,0,7,15508,0,0,33,0,0
2025-10-19,SIM000048,ST16000NM001G,16000900661248,0,1,15532,0,0,34,2,0
2025-10-20,SIM000048,ST16000NM001G,16000900661248,0,0,15556,0,0,30,1,0
2025-10-01,SIM000049,HUH721212ALE600,12000138625024,0,0,34114,0,0,31,0,0
2025-10-02,SIM000049,HUH721212ALE600,12000138625024,0,4,34138,0,0,32,2,0
2025-10-03,SIM000049,HUH721212ALE600,12000138625024,0,0,34162,0,0,35,0,0
2025-10-04,SIM000049,HUH721212ALE600,12000138625024,0,0,34186,0,0,35,0,0
2025-10-05,SIM000049,HUH721212ALE600,12000138625024,0,0,34210,0,0,26,0,0
2025-10-06,SIM000049,HUH721212ALE600,12000138625024,0,1,34234,0,0,34,2,0
2025-10-07,SIM000049,HUH721212ALE600,12000138625024,0,3,34258,0,0,32,0,0
2025-10-08,SIM000049,HUH721212ALE600,12000138625024,0,0,34282,0,0,34,0,0
2025-10-09,SIM000049,HUH721212ALE600,12000138625024,0,0,34306,0,0,27,0,0
2025-10-10,SIM000049,HUH721212ALE600,12000138625024,0,0,34330,0,0,39,0,0
2025-10-11,SIM000049,HUH721212ALE600,12000138625024,0,3,34354,0,0,36,0,0
2025-10-12,SIM000049,HUH721212ALE600,12000138625024,0,2,34378,0,0,30,0,0
2025-10-13,SIM000049,HUH721212ALE600,12000138625024,0,2,34402,0,0,27,0,0
2025-10-14,SIM000049,HUH721212ALE600,12000138625024,0,1,34426,0,0,31,0,0
2025-10-15,SIM000049,HUH721212ALE600,12000138625024,0,2,34450,0,0,30,0,0
2025-10-16,SIM000049,HUH721212ALE600,12000138625024,0,2,34474,0,0,36,1,0
2025-10-17,SIM000049,HUH721212ALE600,12000138625024,0,2,34498,0,0,34,1,0
2025-10-18,SIM000049,HUH721212ALE600,12000138625024,0,0,34522,0,0,31,0,0
2025-10-19,SIM000049,HUH721212ALE600,12000138625024,0,0,34546,0,0,31,0,0
2025-10-20,SIM000049,HUH721212ALE600,12000138625024,0,0,34570,0,0,31,1,0
2025-10-01,SIM000050,HUH721212ALE600,12000138625024,0,0,28345,0,0,34,1,0
2025-10-02,SIM000050,HUH721212ALE600,12000138625024,0,0,28369,0,0,37,0,0
2025-10-03,SIM000050,HUH721212ALE600,12000138625024,0,0,28393,0,0,33,0,0
2025-10-04,SIM000050,HUH721212ALE600,12000138625024,0,0,28417,0,0,27,0,0
2025-10-05,SIM000050,HUH721212ALE600,12000138625024,0,0,28441,0,0,33,1,0
2025-10-06,SIM000050,HUH721212ALE600,12000138625024,0,0,28465,0,0,31,0,0
2025-10-07,SIM000050,HUH721212ALE600,12000138625024,0,0,28489,0,0,29,0,0
2025-10-08,SIM000050,HUH721212ALE600,12000138625024,0,0,28513,0,0,26,0,0
2025-10-09,SIM000050,HUH721212ALE600,12000138625024,0,5,28537,0,1,31,0,1
2025-10-10,SIM000050,HUH721212ALE600,12000138625024,0,19,28561,0,3,32,7,2
2025-10-11,SIM000050,HUH721212ALE600,12000138625024,0,25,28585,1,3,36,8,0
2025-10-12,SIM000050,HUH721212ALE600,12000138625024,0,27,28609,3,2,38,12,1
2025-10-13,SIM000050,HUH721212ALE600,12000138625024,0,44,28633,2,3,27,14,0
2025-10-14,SIM000050,HUH721212ALE600,12000138625024,0,48,28657,4,6,33,17,3
2025-10-15,SIM000050,HUH721212ALE600,12000138625024,0,62,28681,3,6,32,22,3
2025-10-16,SIM000050,HUH721212ALE600,12000138625024,0,62,28705,5,22,39,26,5
2025-10-17,SIM000050,HUH721212ALE600,12000138625024,0,72,28729,6,9,37,27,5
2025-10-18,SIM000050,HUH721212ALE600,12000138625024,1,81,28753,4,12,35,30,8
2025-10-01,SIM000051,HUH721212ALE600,12000138625024,0,0,22367,0,0,31,0,0
2025-10-02,SIM000051,HUH721212ALE600,12000138625024,0,0,22391,0,0,31,0,0
2025-10-03,SIM000051,HUH721212ALE600,12000138625024,0,0,22415,0,0,29,0,0
2025-10-04,SIM000051,HUH721212ALE600,12000138625024,0,1,22439,0,0,31,0,0
2025-10-05,SIM000051,HUH721212ALE600,12000138625024,0,1,22463,0,0,31,0,0
2025-10-06,SIM000051,HUH721212ALE600,12000138625024,0,1,22487,0,0,31,0,0
2025-10-07,SIM000051,HUH721212ALE600,12000138625024,0,0,22511,0,0,28,0,0
2025-10-08,SIM000051,HUH721212ALE600,12000138625024,0,1,22535,0,0,33,0,0
2025-10-09,SIM000051,HUH721212ALE600,12000138625024,0,0,22559,0,0,34,0,0
2025-10-10,SIM000051,HUH721212ALE600,12000138625024,0,2,22583,0,0,31,1,0
2025-10-11,SIM000051,HUH721212ALE600,12000138625024,0,3,22607,0,0,34,0,0
2025-10-12,SIM000051,HUH721212ALE600,12000138625024,0,0,22631,0,0,29,0,0
2025-10-13,SIM000051,HUH721212ALE600,12000138625024,0,1,22655,0,0,30,3,0
2025-10-14,SIM000051,HUH721212ALE600,12000138625024,0,0,22679,0,0,30,0,0
2025-10-15,SIM000051,HUH721212ALE600,12000138625024,0,3,22703,0,0,30,0,0
2025-10-16,SIM000051,HUH721212ALE600,12000138625024,0,0,22727,0,0,26,0,0
2025-10-17,SIM000051,HUH721212ALE600,12000138625024,0,1,22751,0,0,30,3,0
2025-10-18,SIM000051,HUH721212ALE600,12000138625024,0,0,22775,0,0,29,1,0
2025-10-19,SIM000051,HUH721212ALE600,12000138625024,0,3,22799,0,0,29,0,0
2025-10-20,SIM000051,HUH721212ALE600,12000138625024,0,0,22823,0,0,31,0,0
2025-10-01,SIM000052,HUH721212ALE600,12000138625024,0,0,2375,0,0,33,0,0
2025-10-02,SIM000052,HUH721212ALE600,12000138625024,0,0,2399,0,0,34,0,0
2025-10-03,SIM000052,HUH721212ALE600,12000138625024,0,0,2423,0,0,31,0,0
2025-10-04,SIM000052,HUH721212ALE600,12000138625024,0,2,2447,0,0,33,1,0
2025-10-05,SIM000052,HUH721212ALE600,12000138625024,0,2,2471,0,0,30,0,0
2025-10-06,SIM000052,HUH721212ALE600,12000138625024,0,0,2495,0,0,33,0,0
2025-10-07,SIM000052,HUH721212ALE600,12000138625024,0,2,2519,0,0,28,0,0
2025-10-08,SIM000052,HUH721212ALE600,12000138625024,0,1,2543,0,0,25,0,0
2025-10-09,SIM000052,HUH721212ALE600,12000138625024,0,0,2567,0,0,28,0,0
2025-10-10,SIM000052,HUH721212ALE600,12000138625024,0,3,2591,0,0,27,2,0
2025-10-11,SIM000052,HUH721212ALE600,12000138625024,0,0,2615,0,0,38,0,0
2025-10-12,SIM000052,HUH721212ALE600,12000138625024,0,0,2639,0,0,37,0,0
2025-10-13,SIM000052,HUH721212ALE600,12000138625024,0,0,2663,0,0,26,0,0
2025-10-14,SIM000052,HUH721212ALE600,12000138625024,0,0,2687,0,0,28,0,0
2025-10-15,SIM000052,HUH721212ALE600,12000138625024,0,2,2711,0,0,30,0,0
2025-10-16,SIM000052,HUH721212ALE600,12000138625024,0,0,2735,0,0,33,0,0
2025-10-17,SIM000052,HUH721212ALE600,12000138625024,0,2,2759,0,0,29,0,0
2025-10-18,SIM000052,HUH721212ALE600,12000138625024,0,0,2783,0,0,33,0,0
2025-10-19,SIM000052,HUH721212ALE600,12000138625024,0,0,2807,0,0,30,0,0
2025-10-20,SIM000052,HUH721212ALE600,12000138625024,0,0,2831,0,0,29,1,0
2025-10-01,SIM000053,HUH721212ALE600,12000138625024,0,0,31320,0,0,36,1,0
2025-10-02,SIM000053,HUH721212ALE600,12000138625024,0,0,31344,0,0,30,0,0
2025-10-03,SIM000053,HUH721212ALE600,12000138625024,0,0,31368,0,0,32,1,0
2025-10-04,SIM000053,HUH721212ALE600,12000138625024,0,0,31392,0,0,28,0,0
2025-10-05,SIM000053,HUH721212ALE600,12000138625024,0,5,31416,0,0,29,0,0
2025-10-06,SIM000053,HUH721212ALE600,12000138625024,0,3,31440,0,0,34,0,0
2025-10-07,SIM000053,HUH721212ALE600,12000138625024,0,0,31464,0,0,31,0,0
2025-10-08,SIM000053,HUH721212ALE600,12000138625024,0,0,31488,0,0,33,0,0
2025-10-09,SIM000053,HUH721212ALE600,12000138625024,0,4,31512,0,0,23,0,0
2025-10-10,SIM000053,HUH721212ALE600,12000138625024,0,0,31536,0,0,35,3,0
2025-10-11,SIM000053,HUH721212ALE600,12000138625024,0,0,31560,0,0,29,0,0
2025-10-12,SIM000053,HUH721212ALE600,12000138625024,0,0,31584,0,0,32,0,0
2025-10-13,SIM000053,HUH721212ALE600,12000138625024,0,0,31608,0,0,32,0,0
2025-10-14,SIM000053,HUH721212ALE600,12000138625024,0,0,31632,0,0,27,0,0
2025-10-15,SIM000053,HUH721212ALE600,12000138625024,0,1,31656,0,0,37,0,0
2025-10-16,SIM000053,HUH721212ALE600,12000138625024,0,0,31680,0,0,33,0,0
2025-10-17,SIM000053,HUH721212ALE600,12000138625024,0,4,31704,0,0,33,0,0
2025-10-18,SIM000053,HUH721212ALE600,12000138625024,0,0,31728,0,0,30,0,0
2025-10-19,SIM000053,HUH721212ALE600,12000138625024,0,0,31752,0,0,33,0,0
2025-10-20,SIM000053,HUH721212ALE600,12000138625024,0,0,31776,0,0,27,0,0
2025-10-01,SIM000054,HUH721212ALE600,12000138625024,0,0,32399,0,0,29,1,0
2025-10-02,SIM000054,HUH721212ALE600,12000138625024,0,0,32423,0,0,30,0,0
2025-10-03,SIM000054,HUH721212ALE600,12000138625024,0,0,32447,0,0,27,0,0
2025-10-04,SIM000054,HUH721212ALE600,12000138625024,0,0,32471,0,0,28,0,0
2025-10-05,SIM000054,HUH721212ALE600,12000138625024,0,1,32495,0,0,27,0,0
2025-10-06,SIM000054,HUH721212ALE600,12000138625024,0,4,32519,0,0,33,0,0
2025-10-07,SIM000054,HUH721212ALE600,12000138625024,0,1,32543,0,0,26,0,0
2025-10-08,SIM000054,HUH721212ALE600,12000138625024,0,0,32567,0,0,40,0,0
2025-10-09,SIM000054,HUH721212ALE600,12000138625024,0,0,32591,0,0,28,0,0
2025-10-10,SIM000054,HUH721212ALE600,12000138625024,0,0,32615,0,0,40,1,0
2025-10-11,SIM000054,HUH721212ALE600,12000138625024,0,0,32639,0,0,24,0,0
2025-10-12,SIM000054,HUH721212ALE600,12000138625024,0,0,32663,0,0,29,0,0
2025-10-13,SIM000054,HUH721212ALE600,12000138625024,0,0,32687,0,0,33,0,0
2025-10-14,SIM000054,HUH721212ALE600,12000138625024,0,0,32711,0,0,34,0,0
2025-10-15,SIM000054,HUH721212ALE600,12000138625024,0,0,32735,0,0,34,1,0
2025-10-16,SIM000054,HUH721212ALE600,12000138625024,0,0,32759,0,0,29,0,0
2025-10-17,SIM000054,HUH721212ALE600,12000138625024,0,0,32783,0,0,33,0,0
2025-10-18,SIM000054,HUH721212ALE600,12000138625024,0,2,32807,0,0,32,0,0
2025-10-19,SIM000054,HUH721212ALE600,12000138625024,0,2,32831,0,0,32,0,0
2025-10-20,SIM000054,HUH721212ALE600,12000138625024,0,3,32855,0,0,30,0,0
2025-10-01,SIM000055,ST16000NM001G,16000900661248,0,3,29716,0,0,36,0,0
2025-10-02,SIM000055,ST16000NM001G,16000900661248,0,0,29740,0,0,31,0,0
2025-10-03,SIM000055,ST16000NM001G,16000900661248,0,0,29764,0,0,31,3,0
2025-10-04,SIM000055,ST16000NM001G,16000900661248,0,0,29788,0,0,24,0,0
2025-10-05,SIM000055,ST16000NM001G,16000900661248,0,0,29812,0,0,29,1,0
2025-10-06,SIM000055,ST16000NM001G,16000900661248,0,0,29836,0,0,36,1,0
2025-10-07,SIM000055,ST16000NM001G,16000900661248,0,1,29860,0,0,31,0,0
2025-10-08,SIM000055,ST16000NM001G,16000900661248,0,0,29884,0,0,28,0,0
2025-10-09,SIM000055,ST16000NM001G,16000900661248,0,0,29908,0,0,26,0,0
2025-10-10,SIM000055,ST16000NM001G,16000900661248,0,0,29932,0,0,37,0,0
2025-10-11,SIM000055,ST16000NM001G,16000900661248,0,0,29956,0,0,33,0,0
2025-10-12,SIM000055,ST16000NM001G,16000900661248,0,0,29980,0,0,34,0,0
2025-10-13,SIM000055,ST16000NM001G,16000900661248,0,0,30004,0,0,30,0,0
2025-10-14,SIM000055,ST16000NM001G,16000900661248,0,0,30028,0,0,29,0,0
2025-10-15,SIM000055,ST16000NM001G,16000900661248,0,0,30052,0,0,36,0,0
2025-10-16,SIM000055,ST16000NM001G,16000900661248,0,0,30076,0,0,28,0,0
2025-10-17,SIM000055,ST16000NM001G,16000900661248,0,0,30100,0,0,34,0,0
2025-10-18,SIM000055,ST16000NM001G,16000900661248,0,0,30124,0,0,31,1,0
2025-10-19,SIM000055,ST16000NM001G,16000900661248,0,0,30148,0,0,32,0,0
2025-10-20,SIM000055,ST16000NM001G,16000900661248,0,2,30172,0,0,39,0,0
2025-10-01,SIM000056,ST16000NM001G,16000900661248,0,1,20074,0,0,36,0,0
2025-10-02,SIM000056,ST16000NM001G,16000900661248,0,0,20098,0,0,34,0,0
2025-10-03,SIM000056,ST16000NM001G,16000900661248,0,4,20122,0,0,31,0,0
2025-10-04,SIM000056,ST16000NM001G,16000900661248,0,3,20146,0,0,30,1,0
2025-10-05,SIM000056,ST16000NM001G,16000900661248,0,0,20170,0,0,33,0,0
2025-10-06,SIM000056,ST16000NM001G,16000900661248,0,0,20194,0,0,28,0,0
2025-10-07,SIM000056,ST16000NM001G,16000900661248,0,0,20218,0,0,34,0,0
2025-10-08,SIM000056,ST16000NM001G,16000900661248,0,0,20242,0,0,27,0,0
2025-10-09,SIM000056,ST16000NM001G,16000900661248,0,0,20266,0,0,34,0,0
2025-10-10,SIM000056,ST16000NM001G,16000900661248,0,0,20290,0,0,39,0,0
2025-10-11,SIM000056,ST16000NM001G,16000900661248,0,0,20314,0,0,31,0,0
2025-10-12,SIM000056,ST16000NM001G,16000900661248,0,0,20338,0,0,31,0,0
2025-10-13,SIM000056,ST16000NM001G,16000900661248,0,0,20362,0,0,31,0,0
2025-10-14,SIM000056,ST16000NM001G,16000900661248,0,0,20386,0,0,31,0,0
2025-10-15,SIM000056,ST16000NM001G,16000900661248,0,0,20410,0,0,31,1,0
2025-10-16,SIM000056,ST16000NM001G,16000900661248,0,0,20434,0,0,34,0,0
2025-10-17,SIM000056,ST16000NM001G,16000900661248,0,0,20458,0,0,34,1,0
2025-10-18,SIM000056,ST16000NM001G,16000900661248,0,1,20482,0,0,32,0,0
2025-10-19,SIM000056,ST16000NM001G,16000900661248,0,2,20506,0,0,29,0,0
2025-10-20,SIM000056,ST16000NM001G,16000900661248,0,0,20530,0,0,29,0,0
2025-10-01,SIM000057,ST16000NM001G,16000900661248,0,0,1946,0,0,31,0,0
2025-10-02,SIM000057,ST16000NM001G,16000900661248,0,3,1970,0,0,29,0,0
2025-10-03,SIM000057,ST16000NM001G,16000900661248,0,0,1994,0,0,30,0,0
2025-10-04,SIM000057,ST16000NM001G,16000900661248,0,0,2018,0,0,35,1,0
2025-10-05,SIM000057,ST16000NM001G,16000900661248,0,0,2042,0,0,35,0,0
2025-10-06,SIM000057,ST16000NM001G,16000900661248,0,0,2066,0,0,25,0,0
2025-10-07,SIM000057,ST16000NM001G,16000900661248,0,0,2090,0,0,39,0,0
2025-10-08,SIM000057,ST16000NM001G,16000900661248,0,0,2114,0,0,27,0,0
2025-10-09,SIM000057,ST16000NM001G,16000900661248,0,1,2138,0,0,33,0,0
2025-10-10,SIM000057,ST16000NM001G,16000900661248,0,2,2162,0,0,31,0,0
2025-10-11,SIM000057,ST16000NM001G,16000900661248,0,1,2186,0,0,29,0,0
2025-10-12,SIM000057,ST16000NM001G,16000900661248,0,4,2210,0,0,34,0,0
2025-10-13,SIM000057,ST16000NM001G,16000900661248,0,0,2234,0,0,37,1,0
2025-10-14,SIM000057,ST16000NM001G,16000900661248,0,0,2258,0,0,33,0,0
2025-10-15,SIM000057,ST16000NM001G,16000900661248,0,0,2282,0,0,29,0,0
2025-10-16,SIM000057,ST16000NM001G,16000900661248,0,0,2306,0,0,35,1,0
2025-10-17,SIM000057,ST16000NM001G,16000900661248,0,0,2330,0,0,29,0,0
2025-10-18,SIM000057,ST16000NM001G,16000900661248,0,1,2354,0,0,33,0,0
2025-10-19,SIM000057,ST16000NM001G,16000900661248,0,1,2378,0,0,35,0,0
2025-10-20,SIM000057,ST16000NM001G,16000900661248,0,0,2402,0,0,28,0,0
2025-10-01,SIM000058,ST16000NM001G,16000900661248,0,0,43378,0,0,29,0,0
2025-10-02,SIM000058,ST16000NM001G,16000900661248,0,3,43402,0,0,28,0,0
2025-10-03,SIM000058,ST16000NM001G,16000900661248,0,0,43426,0,0,44,0,0
2025-10-04,SIM000058,ST16000NM001G,16000900661248,0,0,43450,0,0,36,0,0
2025-10-05,SIM000058,ST16000NM001G,16000900661248,0,0,43474,0,0,38,0,0
2025-10-06,SIM000058,ST16000NM001G,16000900661248,0,0,43498,0,0,30,0,0
2025-10-07,SIM000058,ST16000NM001G,16000900661248,0,3,43522,0,0,29,0,0
2025-10-08,SIM000058,ST16000NM001G,16000900661248,0,0,43546,0,0,33,0,0
2025-10-09,SIM000058,ST16000NM001G,16000900661248,0,3,43570,0,0,33,1,0
2025-10-10,SIM000058,ST16000NM001G,16000900661248,0,0,43594,0,0,33,0,0
2025-10-11,SIM000058,ST16000NM001G,16000900661248,0,0,43618,0,0,33,0,0
2025-10-12,SIM000058,ST16000NM001G,16000900661248,0,0,43642,0,0,31,0,0
2025-10-13,SIM000058,ST16000NM001G,16000900661248,0,1,43666,0,0,34,1,0
2025-10-14,SIM000058,ST16000NM001G,16000900661248,0,0,43690,0,0,28,0,0
2025-10-15,SIM000058,ST16000NM001G,16000900661248,0,0,43714,0,0,33,0,0
2025-10-16,SIM000058,ST16000NM001G,16000900661248,0,0,43738,0,0,36,0,0
2025-10-17,SIM000058,ST16000NM001G,16000900661248,0,0,43762,0,0,40,0,0
2025-10-18,SIM000058,ST16000NM001G,16000900661248,0,0,43786,0,0,33,0,0
2025-10-19,SIM000058,ST16000NM001G,16000900661248,0,0,43810,0,0,39,0,0
2025-10-20,SIM000058,ST16000NM001G,16000900661248,0,2,43834,0,0,34,1,0
2025-10-01,SIM000059,WUH721816ALE6L,16000900661248,0,0,26750,0,0,24,0,0
2025-10-02,SIM000059,WUH721816ALE6L,16000900661248,0,0,26774,0,0,25,0,0
2025-10-03,SIM000059,WUH721816ALE6L,16000900661248,0,1,26798,0,0,36,2,0
2025-10-04,SIM000059,WUH721816ALE6L,16000900661248,0,0,26822,0,0,35,0,0
2025-10-05,SIM000059,WUH721816ALE6L,16000900661248,0,2,26846,0,0,32,0,0
2025-10-06,SIM000059,WUH721816ALE6L,16000900661248,0,0,26870,0,0,31,0,0
2025-10-07,SIM000059,WUH721816ALE6L,16000900661248,0,0,26894,0,0,36,1,0
2025-10-08,SIM000059,WUH721816ALE6L,16000900661248,0,1,26918,0,0,30,2,0
2025-10-09,SIM000059,WUH721816ALE6L,16000900661248,0,12,26942,1,0,33,2,0
2025-10-10,SIM000059,WUH721816ALE6L,16000900661248,0,20,26966,2,1,33,7,1
2025-10-11,SIM000059,WUH721816ALE6L,16000900661248,0,24,26990,2,2,31,7,4
2025-10-12,SIM000059,WUH721816ALE6L,16000900661248,0,35,27014,1,8,36,13,1
2025-10-13,SIM000059,WUH721816ALE6L,16000900661248,0,38,27038,2,4,33,17,2
2025-10-14,SIM000059,WUH721816ALE6L,16000900661248,0,47,27062,4,8,40,19,3
2025-10-15,SIM000059,WUH721816ALE6L,16000900661248,0,55,27086,6,7,31,20,2
2025-10-16,SIM000059,WUH721816ALE6L,16000900661248,0,71,27110,3,9,33,24,1
2025-10-17,SIM000059,WUH721816ALE6L,16000900661248,0,72,27134,6,12,32,26,3
2025-10-18,SIM000059,WUH721816ALE6L,16000900661248,1,82,27158,5,9,35,30,6
2025-10-01,SIM000060,HUH721212ALE600,12000138625024,0,0,35673,0,0,29,0,0
2025-10-02,SIM000060,HUH721212ALE600,12000138625024,0,1,35697,0,0,31,0,0
2025-10-03,SIM000060,HUH721212ALE600,12000138625024,0,1,35721,0,0,37,0,0
2025-10-04,SIM000060,HUH721212ALE600,12000138625024,0,0,35745,0,0,28,1,0
2025-10-05,SIM000060,HUH721212ALE600,12000138625024,0,0,35769,0,0,32,0,0
2025-10-06,SIM000060,HUH721212ALE600,12000138625024,0,0,35793,0,0,28,0,0
2025-10-07,SIM000060,HUH721212ALE600,12000138625024,0,0,35817,0,0,30,0,0
2025-10-08,SIM000060,HUH721212ALE600,12000138625024,0,0,35841,0,0,31,2,0
2025-10-09,SIM000060,HUH721212ALE600,12000138625024,0,3,35865,0,0,32,0,0
2025-10-10,SIM000060,HUH721212ALE600,12000138625024,0,0,35889,0,0,36,0,0
2025-10-11,SIM000060,HUH721212ALE600,12000138625024,0,0,35913,0,0,29,0,0
2025-10-12,SIM000060,HUH721212ALE600,12000138625024,0,0,35937,0,0,36,0,0
2025-10-13,SIM000060,HUH721212ALE600,12000138625024,0,0,35961,0,0,36,0,0
2025-10-14,SIM000060,HUH721212ALE600,12000138625024,0,2,35985,0,0,27,0,0
2025-10-15,SIM000060,HUH721212ALE600,12000138625024,0,0,36009,0,0,34,0,0
2025-10-16,SIM000060,HUH721212ALE600,12000138625024,0,0,36033,0,0,31,0,0
2025-10-17,SIM000060,HUH721212ALE600,12000138625024,0,0,36057,0,0,26,0,0
2025-10-18,SIM000060,HUH721212ALE600,12000138625024,0,1,36081,0,0,38,0,0
2025-10-19,SIM000060,HUH721212ALE600,12000138625024,0,2,36105,0,0,34,0,0
2025-10-20,SIM000060,HUH721212ALE600,12000138625024,0,0,36129,0,0,33,0,0
2025-10-01,SIM000061,HUH721212ALE600,12000138625024,0,0,44110,0,0,33,0,0
2025-10-02,SIM000061,HUH721212ALE600,12000138625024,0,0,44134,0,0,32,1,0
2025-10-03,SIM000061,HUH721212ALE600,12000138625024,0,0,44158,0,0,27,0,0
2025-10-04,SIM000061,HUH721212ALE600,12000138625024,0,1,44182,0,0,40,0,0
2025-10-05,SIM000061,HUH721212ALE600,12000138625024,0,0,44206,0,0,29,0,0
2025-10-06,SIM000061,HUH721212ALE600,12000138625024,0,0,44230,0,0,31,0,0
2025-10-07,SIM000061,HUH721212ALE600,12000138625024,0,2,44254,0,0,35,0,0
2025-10-08,SIM000061,HUH721212ALE600,12000138625024,0,1,44278,0,0,30,0,0
2025-10-09,SIM000061,HUH721212ALE600,12000138625024,0,6,44302,0,0,33,0,0
2025-10-10,SIM000061,HUH721212ALE600,12000138625024,0,0,44326,0,0,35,2,0
2025-10-11,SIM000061,HUH721212ALE600,12000138625024,0,0,44350,0,0,32,0,0
2025-10-12,SIM000061,HUH721212ALE600,12000138625024,0,0,44374,0,0,33,0,0
2025-10-13,SIM000061,HUH721212ALE600,12000138625024,0,0,44398,0,0,33,0,0
2025-10-14,SIM000061,HUH721212ALE600,12000138625024,0,0,44422,0,0,29,0,0
2025-10-15,SIM000061,HUH721212ALE600,12000138625024,0,4,44446,0,0,33,0,0
2025-10-16,SIM000061,HUH721212ALE600,12000138625024,0,0,44470,0,0,28,2,0
2025-10-17,SIM000061,HUH721212ALE600,12000138625024,0,0,44494,0,0,33,0,0
2025-10-18,SIM000061,HUH721212ALE600,12000138625024,0,0,44518,0,0,24,0,0
2025-10-19,SIM000061,HUH721212ALE600,12000138625024,0,0,44542,0,0,26,0,0
2025-10-20,SIM000061,HUH721212ALE600,12000138625024,0,2,44566,0,0,34,0,0
2025-10-01,SIM000062,ST16000NM001G,16000900661248,0,0,43809,0,0,34,0,0
2025-10-02,SIM000062,ST16000NM001G,16000900661248,0,0,43833,0,0,36,0,0
2025-10-03,SIM000062,ST16000NM001G,16000900661248,0,0,43857,0,0,35,0,0
2025-10-04,SIM000062,ST16000NM001G,16000900661248,0,2,43881,0,0,30,0,0
2025-10-05,SIM000062,ST16000NM001G,16000900661248,0,0,43905,0,0,33,0,0
2025-10-06,SIM000062,ST16000NM001G,16000900661248,0,0,43929,0,0,35,0,0
2025-10-07,SIM000062,ST16000NM001G,16000900661248,0,0,43953,0,0,32,0,0
2025-10-08,SIM000062,ST16000NM001G,16000900661248,0,0,43977,0,0,35,1,0
2025-10-09,SIM000062,ST16000NM001G,16000900661248,0,0,44001,0,0,26,2,0
2025-10-10,SIM000062,ST16000NM001G,16000900661248,0,0,44025,0,0,28,0,0
2025-10-11,SIM000062,ST16000NM001G,16000900661248,0,0,44049,0,0,34,0,0
2025-10-12,SIM000062,ST16000NM001G,16000900661248,0,2,44073,0,0,25,0,0
2025-10-13,SIM000062,ST16000NM001G,16000900661248,0,0,44097,0,0,32,0,0
2025-10-14,SIM000062,ST16000NM001G,16000900661248,0,0,44121,0,0,32,1,0
2025-10-15,SIM000062,ST16000NM001G,16000900661248,0,0,44145,0,0,29,1,0
2025-10-16,SIM000062,ST16000NM001G,16000900661248,0,0,44169,0,0,38,0,0
2025-10-17,SIM000062,ST16000NM001G,16000900661248,0,4,44193,0,0,33,0,0
2025-10-18,SIM000062,ST16000NM001G,16000900661248,0,1,44217,0,0,34,0,0
2025-10-19,SIM000062,ST16000NM001G,16000900661248,0,0,44241,0,0,31,0,0
